PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9
3.8902600665426315,-1.3698962252899254,1.1340407688626626,1.0706814414089032,-0.15995835683606602,-1.067163803740006,-0.7779605311622478,-1.3625341407888194,0.6069129734704964
-2.414388373291561,-0.6844521473276419,0.5943646364879009,1.219613724905559,-0.8431756656344288,-0.8939450570106262,-0.39569364492130354,-0.1367574575218942,-0.5945558221389671
1.3461339739908316,-1.1815928556483974,0.07415278755726064,-0.6718814400182013,1.474904445181648,0.5489142983604403,0.8214883418397448,-0.0691538769877157,0.10000484638712084
0.46393295681445373,-0.9798082407145734,-0.6855767163057922,-2.0771491393690216,1.3254523471241317,0.4822657993653298,-2.134292372497947,-1.2834368350552765,0.8557541855936428
4.57720257846513,-1.1927907698748164,-0.6704194940413525,-1.1708088211564915,0.6129924954791454,-0.629957955372393,0.14788453714082775,-1.3756299499209736,-0.06826830644725777
-0.937608502631589,-0.9417539153739067,0.7403732537309422,0.5602918250015018,0.9255282521437266,0.09938113596295338,0.44426958942385186,0.18476440702465183,-0.1552939874263543
3.9076288310719685,0.8837045656440421,-1.6800467268746142,1.5851590011121475,-0.16293137876446367,-1.4787308555590506,-0.9740677939463435,-0.44886675673445947,1.439306199302796
-2.631662742839603,-0.5738769375718837,-0.1860385490879576,-0.05481403341382091,0.9095678093690428,0.005424582530805707,0.352720609908222,1.1598435744624886,0.012481487564179126
6.439750170249389,-2.8349069244310647,0.6236843967391442,-0.8948957820038271,0.10012586521215222,-1.2864495843421846,-0.6037871485529415,-1.0459864152106497,0.6893902826611498
-2.660910245261,-0.6117899729097562,-1.1736924817725891,-1.459199345834234,-0.3969050471465961,0.8159704962169911,-0.604722130868431,0.18783935036554059,-0.02923236009423755
-0.4035034919707697,-0.5496670281987437,-0.3614723546828831,0.11416252743955142,-2.030041212623585,1.7233938534321425,1.6310243991759068,-0.5000248433842682,0.171683494519612
0.7132281444585277,-1.5170981249279596,-0.27242201696268425,-0.9635072308387173,1.2787796671540068,-0.17880734702067877,1.2052102343869766,0.9276232316448296,0.2125222493564492
0.7621269319162911,-0.6830644853722339,0.7193541717278642,0.7111824751937147,0.3635204118195576,-0.3935719598701338,-1.5432261412941084,-1.8929837600962824,0.2898292785644373
-1.5171749327131807,0.20201574410124934,-1.4601520416349203,-0.6648563885367833,0.08330042153666391,0.22397430271899818,-0.8622666946893208,-0.23019313802201152,0.19354121440855998
1.1883411728896875,0.43332866024030664,-2.0340417156453614,-0.15481426717972688,-0.10148277716752699,-0.21588583938378195,-0.46834008756417533,-1.1370305134488041,-1.2466788117658754
-1.6229139609787224,-0.9642322991557825,-0.7695807085108296,-0.9400306509774311,-0.7558835803879642,0.09144155568955122,0.5809243339794921,0.45597490387178996,-0.36483689802908104
-0.22912139242927415,-1.3862538305582612,-0.20367660975838245,-0.11291270938600081,-0.5367092920075472,-1.1826945927693187,0.20346183611761212,-0.028477282905269123,-0.7736758590619828
-1.4840925691926958,-1.0967236284538866,-0.9791492086894938,-2.137315618437796,0.42714702801401894,0.25200497372258557,-0.5877810661187214,0.2393143128711849,0.6182513774138105
-0.21105163530834944,1.1651648935442014,-1.8651897704774658,0.26899708700439795,-0.024473744306040584,0.3281964230835538,-1.0849373902861283,-0.4033996595442962,1.1680666191077804
-0.626491484758865,-0.6238688550770612,-1.088389117935056,-0.3574860704430016,-0.42906526476487283,-1.07426537970505,0.9289413352230471,0.5163426956444601,-0.20647172378964923
-2.2985207951840874,-0.4417074819820865,-0.5425687655190234,-0.24549144378645635,-0.16259074754901895,-0.05738639536687804,-1.337296632385945,-0.5956782197537585,-1.0806201506827509
2.895180575134059,-0.7191458456735959,-0.2320447036959717,-0.591720168283449,1.6488784288891871,0.866916991631402,1.2995883619140358,-0.46348809700390303,0.7244429757461983
3.8390916326579867,-1.9262588982148277,-0.2963628672138718,-0.9397834062143716,-0.7011439277964396,0.2541182164862902,0.41116190122931173,-1.4910587706167464,-0.05419058356148025
-0.7740372457320197,-1.1351763021818484,0.4534376299527936,0.03172535184845112,-0.4533578626506824,-0.6694976850419114,0.5007666781282402,0.6728222419792679,1.4226102693913125
0.6395022504119713,-0.18213237769853763,-1.1307622417095675,-0.8068692057047693,0.675247358444711,-0.44530006470800354,-0.7779443490549584,-0.6558512482567073,-0.23102457641098426
-1.5047318876216638,-1.4709412679394582,0.34194880623479834,-0.0978097268933141,-0.6815666898582406,-1.3986363297237567,1.4917807829377145,1.224085339627729,0.5049024017298114
-0.22996904965456064,0.9968723883364702,-1.6345645426008093,1.081697064436442,-0.46564908937112337,-0.436629280611751,-0.6556997674647415,-0.7154554183942977,-0.498979102978991
-0.5701154331562254,0.10000568900772352,-1.6498568465390082,-0.8734129864702214,0.2113726120471713,0.34201551813573466,-1.1752156571308048,-0.8125992364242997,-0.3934402737513138
0.22687583770119335,-0.9915009644008391,-0.6351195428277608,-0.871909009775031,-0.24760006226086667,-0.6371105381060168,0.7188734459992451,0.7393528809838119,0.26349213300366814
-0.6088066630017054,-1.542822214547641,0.4965634198604688,-0.1878520103549616,-0.3213594769655174,-0.5857124454405924,-0.10125007260329669,-0.8656996674622329,-1.1800578152447099
0.30695284800979333,0.23723094606416567,-1.7187405219909107,-0.3839876644168164,-0.25210863757733554,-0.5347828558356976,0.68445970514208,0.5860121910187672,0.10867878364086292
0.08622347530772377,-0.6109200984473365,-0.055723385170599604,0.5113392375516439,0.10909501829500673,-1.2387145217426068,-0.33865779908694904,-1.1053254711690697,-1.3733921072446638
-1.5241924449657533,0.042774666815599834,-0.635947969556517,0.3525802929637411,0.892027741004091,0.0024604124089511927,0.7976895281560555,0.9137593805834116,-0.5321158100059319
-2.0446496191709023,-1.2467825273713598,0.09459640074123936,-0.5358227111061163,0.24939319821347714,-1.391625852043669,-0.20121449947070197,0.4555729243744162,0.01510759868846194
-0.8736428908252504,-1.0395264669512714,-0.6379895996268499,-1.5325979653664117,0.8504733630565423,-0.47689121969956505,-1.3477332900140866,-0.13806255503490097,0.5399618861340146
-1.3639330481516048,2.686309989587294,1.1358191533014232,-1.8625983797468737,-1.7150228981331772,1.233342177586966,-0.20860319732002888,0.22310511300917404,0.7204998614428818
0.0010914577085837072,1.0445341709349951,-2.0259065020487568,0.5663378490627454,-0.4841142986086491,-0.7113158681711299,0.3489543139087388,0.555328153219788,-0.31066067354021976
-1.0961702115437097,0.6313988051970482,-2.0982483604996562,-0.0067855477344671376,-0.20573681953508358,-0.36745224303565305,-0.6276470193670136,-0.6866221454953496,-1.4272791558844382
-0.5454132541759569,-0.37578183176010016,0.47267517170915224,1.4877602275691597,-0.29707979641497395,-1.5828841201848927,-0.6017210815097295,0.3217014837419484,0.781549849323132
-2.104553190436481,-0.559397863775789,-0.8867052212434773,-1.0617935407441939,0.04551401601053624,0.007191638366986793,-0.7481965869251553,0.17966000181090228,-0.10799892342587819
0.9548999695980288,3.2291787293355343,0.23791489655175732,-2.0889101347795735,-0.4650386786246104,-0.10432838712675073,-0.6482674845124804,-0.003814851991596276,-0.04532008000035515
-0.9668359812053989,-1.1739274489748508,0.35523602661416215,0.21673929726443603,-0.3994102307346237,-0.5604852324068295,-0.6455713975529848,-0.5565383852931001,-0.1373806051792765
-2.6738111449276745,-0.5209538974270265,0.6861417653076651,1.1377073764443044,0.5364116188323602,-0.184212462419754,0.42216241949026717,0.6686182240546974,-0.5344133488533115
-2.513553638087067,-0.839701500455941,-0.6123383224003196,-1.2295257179188726,0.0985510735278949,0.0583799173215195,-0.7964551478772972,0.06158184990851293,-0.04228137042649006
